x,y
0.0507006,-0.158576
-0.18436,1.77284
-1.39034,-0.424529
-0.869592,-1.63803
-1.15638,1.75039
1.11495,-0.822832
1.44018,-0.601352
0.93057,1.43574
0.217845,-1.17547
-0.123622,0.852417
-0.629662,0.424691
1.86444,-1.22548
1.12815,-0.866902
-0.148791,-1.36913
-0.166472,-1.36533
0.724575,-0.854882
0.852492,-0.933712
0.270601,-0.238789
-0.350792,-0.00190202
1.03798,0.759953
-1.02597,-0.129609
0.718911,-1.60736
-0.534133,0.644018
0.113687,1.26027
0.133751,0.717554
-1.35749,0.49618
1.3359,-0.204238
0.686485,-0.369404
-0.969813,-0.328932
0.638122,0.945077
-0.542392,1.15352
0.22794,-0.167494
-1.0731,-0.347995
-0.116594,-0.349979
0.901039,1.16027
-0.25183,0.695059
-0.857658,-0.475469
1.5742,-0.243703
-0.962027,0.0856126
-0.305359,-1.03634
0.262051,-0.762659
0.103158,-0.337986
-0.246651,-0.336049
-0.21218,-1.13543
-0.201693,-0.789575
1.04885,1.49869
1.01309,0.0430677
2.27619,0.482413
-0.694147,-0.441515
0.631504,-3.20639
-0.338621,1.55614
-0.360877,-1.75071
1.70669,3.66367
-0.75261,-1.26579
-0.70554,-0.448734
-0.145403,-0.546952
-0.603509,0.645432
-0.0665088,-0.0093679
-0.968116,0.112782
-0.49752,0.774708
2.45137,0.441377
0.557612,-0.6484
-0.905229,-0.861276
-0.509597,-1.15052
-0.532229,-0.0435924
-0.681837,-2.01895
1.50823,-1.5236
-0.172647,0.157276
-2.00985,-0.412067
-0.246646,0.328126
-0.101164,1.23542
-0.767718,-2.03352
1.52675,0.845449
-1.76037,0.168569
0.365616,-1.83366
1.30599,1.06356
0.502964,-1.2939
-0.442472,0.00276961
1.02441,0.118814
1.59209,-2.07152
-0.491264,0.310728
-0.824518,1.8418
0.638485,-1.20732
1.54169,0.499461
-0.966496,-1.49442
-1.33235,-0.901002
0.962649,1.57791
0.862503,-1.04738
1.26167,-0.890259
0.277192,1.62321
2.1974,0.807188
0.34691,0.366712
-1.2419,0.462868
0.957464,1.3894
-0.294873,-1.47764
-1.5872,-0.298229
-0.931104,0.637147
-0.461561,-0.496918
-0.784897,-0.980843
0.192479,-1.71005
0.12734,-0.602117
-0.138247,1.32758
-1.45161,0.140098
0.123054,-2.24469
-0.339326,0.50237
0.654665,-0.875977
-0.723196,-0.487196
-0.322913,0.602444
1.25583,-0.940684
1.54715,-1.05765
1.23581,-1.29779
-0.539263,-0.0829233
-0.736791,0.0644058
-0.221597,-1.59992
1.04664,-0.0212986
-0.996623,-1.51763
-0.606582,-0.337215
0.162468,1.1396
-0.804118,0.550608
-1.06011,-1.2311
0.161371,-0.539343
0.196815,-1.47867
0.65374,0.509487
0.396998,-0.989158
1.04905,-0.313412
-0.208207,-1.10981
0.254389,0.178879
0.0295636,-0.331381
1.14729,-1.61456
-0.968481,-1.92275
-1.01821,0.258419
1.52247,2.1463
0.133008,-1.55455
2.83201,2.61996
3.5158,-0.463078
0.255178,1.44033
-0.244614,0.793487
1.86781,1.122
0.853973,0.402154
-0.911224,0.245292
-1.20107,-0.599424
0.558177,-0.0636989
0.00700441,-1.93451
2.43633,-2.0288
-0.192742,1.58497
0.476411,0.445462
1.12055,-0.769597
0.492011,1.0099
-0.260075,0.0136383
-0.206565,1.26014
-0.581406,-0.98213
0.456819,-0.767279
-0.92479,-1.48215
-1.04837,0.536757
-1.97292,1.21314
0.329601,0.210766
-1.38099,0.479002
-0.662724,-0.631527
0.607882,0.747123
0.280255,-2.02817
-0.494684,2.30811
-0.272611,1.01891
-1.65431,0.187201
-0.285962,-1.38517
0.9308,1.08838
1.25096,2.04032
1.14285,1.26464
1.54251,0.765192
0.80193,-0.510675
0.794577,-0.157265
0.170658,-0.521342
-0.159778,0.283792
1.05413,1.23004
-0.780061,-1.03746
-0.783686,0.998819
-1.25532,0.237887
-0.627562,-1.27441
0.441733,0.4431
1.2278,0.118926
0.127647,-1.27422
-0.252666,-0.597087
0.266378,0.937559
2.14167,0.19054
-0.575405,1.38659
-0.646628,-1.41162
2.2308,0.178748
-0.122331,-0.428068
-0.891003,1.37636
-1.80883,-0.927446
0.37781,2.22502
0.544596,-1.87103
0.708019,1.8367
0.309211,1.10209
0.478712,0.39417
1.80261,0.956324
-0.307102,1.14395
2.40636,-0.833694
-0.759278,1.08365
1.05074,0.101983
-0.505607,0.414955
-0.135458,0.658822
-0.225975,-0.43888
-1.09429,-1.31461
0.380207,-0.901211
0.112601,-0.247569
0.942887,0.821375
-0.263617,-1.39933
0.0651058,0.137815
-0.350836,-1.00614
1.80185,-0.444951
-0.410268,-0.708492
0.337783,0.917805
0.178597,1.02642
-1.18017,0.52548
0.450509,-0.92299
1.05029,0.272068
1.59419,-2.21961
-0.545522,0.688149
1.71556,0.149281
-0.843579,-1.51428
-0.374675,-0.154727
0.0506531,0.685472
1.04208,-2.37607
0.270673,0.839719
0.0642577,1.62531
-0.729293,0.432848
-0.0834437,0.341424
-0.16798,0.0255319
1.13154,1.5852
0.463249,1.33554
-0.318624,-1.36294
-3.47194,1.1409
-1.16663,0.586712
0.0583303,-0.170181
0.153387,-0.107056
-0.398968,0.260001
0.0637227,0.0295624
0.997793,0.810267
1.06696,-0.017237
-0.553941,0.586129
-1.27153,0.223325
0.050836,-0.326033
-0.519862,1.41529
0.166391,0.357251
0.412652,0.740533
0.0427921,1.31802
-0.604239,1.09755
1.43911,-0.0688495
-0.25954,0.860432
0.154317,-0.466148
-1.06645,0.237624
0.0661418,-0.568515
0.749385,0.716971
-0.425416,-1.07659
0.776193,1.73585
-0.820925,-0.252319
1.37709,0.992375
0.0662253,0.667849
-0.120651,1.76295
1.74689,1.2315
1.23507,-0.56081
0.625098,-0.322122
-2.32232,-0.234988
-0.516698,1.14196
0.18116,-1.1262
-2.24668,1.71545
0.0568624,-1.6875
-0.0244199,1.75415
-0.293115,0.034882
1.40797,0.365834
0.849092,-0.161207
1.22841,-0.545057
-1.91609,1.30536
-1.17558,-0.713057
1.25351,-1.06982
1.92503,0.763083
0.399073,0.64093
0.047415,-0.431448
-0.987332,-0.165052
-0.385336,2.02802
0.00310852,0.841326
0.601168,-0.055709
0.488819,-0.0605776
-1.09502,2.20131
1.55227,0.376049
-0.327372,-0.0393314
-0.0541109,-0.367513
3.22665,0.322112
0.359793,0.681751
0.561839,-0.58953
-0.0274161,0.964188
0.476609,0.0341359
-0.660361,1.65045
0.425137,1.39176
-1.34308,0.757591
0.0910179,0.610344
1.73693,1.04648
0.180911,-1.20101
-0.00161931,1.21388
-0.272478,0.630639
0.237804,-1.68899
1.41005,-0.365494
-0.0730913,-0.546742
-0.399607,0.16935
0.242006,-1.22559
-1.58705,0.568175
0.397269,0.218909
-0.529861,0.0581091
1.2794,-0.100169
0.0785507,0.18868
-1.08612,-0.170582
0.815409,1.49325
0.29812,-1.06921
0.0954226,1.74801
-0.296033,0.389306
1.13767,-2.38937
-0.952662,-0.453799
0.274054,-1.31082
-0.210007,0.421108
0.123206,0.99552
0.563535,-1.30607
-0.930357,0.884968
-0.20588,0.0492646
0.862827,1.16618
-0.206644,0.723121
0.722997,0.176134
0.12047,-1.43781
-0.43611,-0.00303768
0.234464,-0.528468
-2.67433,0.81116
-1.5133,0.243799
-0.174266,0.0837105
0.579229,-1.4344
2.22133,0.260154
-0.67208,0.391512
-2.01192,-1.02228
0.492641,-0.494357
1.63443,-0.369435
0.933506,-0.164156
-0.936857,0.251629
-0.937966,1.63105
-0.923858,-0.703851
-0.847018,-0.348869
1.5917,0.575305
-1.34274,0.611752
-0.77129,0.174728
-1.46097,0.380206
0.303031,0.0239425
1.47694,0.994341
0.801778,0.698784
-1.07783,-1.88874
0.412844,-0.0205476
-0.0711385,0.0280313
0.097046,0.881583
-2.00317,-0.452519
-0.0809428,-0.780713
0.869933,0.254337
